SienaReference,LegNo,SienaCommonRef,GroupRefNo,DealType,FullDealType,FullSubDealType,Broker,Status,Traded,TradeDate,StartDate,MaturityDate,ContractNumber,ExternalReference,DealingInterface,DealtAmount,AgainstAmount,DealtCcy,AgainstCcy,MajorCcy,MinorCcy,AllInRate,AllInRate2,ABSRate,SalesMargin,SalesMargin2,ChlMargin,Book,CounterBook,ParentContractNumber,MktRate,MktRate2,FixingBasis,SettleCcy,SettlementRate,DateTime,CallGroup,DmIndicator,RefIrType,RefIRType2,RefIrPeriod,RefIrMargin,RefIRMargin2,OptionDate,QuoteBasis,MktPoints,Direction,NpvDate,NpvRate,InterestFrequency,InterestAction,InterestStrategy,InterestBasis,InterestBasis2,MandatedUser,CustomerSienaView,CustomerExternalView,SienaDealer,DealOwner,OriginUser,EditedByUser,DealOwnerMnemonic,UTCOriginTime,UTCUpdateTime,MarginTrading,MmLegSettleDate,MmLegMargin,MmLegAllInRate,SwapPoints,SpotDate,SpotRate,MktSpotRate,SpotSalesMargin,SpotChlMargin,RerouteCcy,MajSideSpotDate,MajSideSpotRate,MajSideMktSpotRate,MajSideTrueSpotRate,MajSideMktTrueSpotRate,MajSideSpotSalesMargin,MajSideSpotChMargin,MinSideSpotDate,MinSideSpotRate,MinSideMktSpotRate,MinSideTrueSpotRate,MinSideMktTrueSpotRate,MinSideSpotSalesMargin,MinSideSpotChlMargin,MajSideDate,MajSideRate,MajSideMktRate,MajSideSalesMargin,MajSideChlMargin,MinSideDate,MinSideRate,MinSideMarketRate,MinSideSalesMargin,MinSideChlMargin,PayInstruction,ReceiptInstruction,CustomerPayInstruction,CustomerReceiptInstruction,BackOfficeNotes,customerStatementNotes,NotesMargin,RequestedBy,EditReason,EditOtherReason,LimitOrderType,LimitOrderStatus,LimitOrderExpiryDate,LimitOrderExpiryTime,LimitOrderUTCExpiryTime,LimitOrderRate,LimitOrderTPRate,LimitOrderSLRate,LimitOrderOwner,LimitOrderCustodian,LimitOrderPartialFillOK,NIName,NICleanPrice,NIDirtyPrice,NIYield,NIClearingSystem,Acceptor,NIDiscount,FutureExchangeCode,FutureCurrIsoCode,FutureDeliveryMth,FutureContractCode,FutureLots,FastPay,PaymentFee,PaymentFeePolicy,PaymentReason,Hedged,Premium,PremiumQuote,PremiumCurrency,PremiumRate,PremiumPercent,PremiumDate,StrikePrice,Exercised,OptionExpiryDate,OptionExercisedDate,NoticeDays,AlternativeCurrency,PaymentDate,SettlementDate,FixingDate,SpotBook,MajSpotBook,MinSpotBook,ForwardBook,MajFwrdBook,MinFwrdBook,MMBook,MajMMBook,MinMMBook,RepoFundingRate,RepoMargin,RepoSafe,RepoInitialFloatingCouponRate,UTI,EditVersion,BrokeragePercentage,BrokerageCurrency,BrokerageAmount,BrokerageDate,AccountName,AccountNumber,CashBalance,DebitFrequency,CreditFrequency,FeeAmount,FeePercentage,SettAmtOutstanding,LedgerBalance,ManuallyQuoted,Portfolio,InternalId,InternalDeleted,ISIN,Waiver,EURAmount,EUROtherAmount,LEI,Equity,Shares,ResidualShares,StockExchange,ShareHolder
001178,1,001178,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-09,2018-02-13,NULL,001279,NULL,NULL,506.39,583.67,GBP,EUR,EUR,GBP,0.8676,NULL,NULL,0,NULL,0,Spot,NULL,NULL,0.8676,NULL,NULL,NULL,NULL,2018-02-09 19:01:26.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-08 19:00:21,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-13,0.8676,0.8676,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81342,2018-02-15 19:01:23.5633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001179,1,001179,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-09,2018-02-13,NULL,001280,NULL,NULL,1118.88,946.08,USD,EUR,EUR,USD,1.18265,NULL,NULL,0,NULL,0,Spot,NULL,NULL,1.18265,NULL,NULL,NULL,NULL,2018-02-09 19:01:26.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-08 19:00:21,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-13,1.18265,1.18265,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81343,2018-02-15 19:01:23.6066667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001175,1,001175,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-09,2018-02-13,NULL,001276,NULL,NULL,3643.87,4199.94,GBP,EUR,EUR,GBP,0.8676,NULL,NULL,0,NULL,0,Deal,NULL,NULL,0.8676,NULL,NULL,NULL,NULL,2018-02-09 19:01:25.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-08 19:00:21,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-13,0.8676,0.8676,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81339,2018-02-15 19:01:23.4633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001169,1,001169,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-08,2018-02-12,NULL,001269,NULL,NULL,911.75,92.08,NOK,EUR,EUR,NOK,9.90149,NULL,NULL,0,NULL,0,Deal,NULL,NULL,9.90149,NULL,NULL,NULL,NULL,2018-02-08 19:01:18.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-07 19:00:29,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-12,9.90149,9.90149,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81333,2018-02-14 19:01:32.3833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001170,1,001170,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-08,2018-02-12,NULL,001270,NULL,NULL,64.84,54.83,USD,EUR,EUR,USD,1.18265,NULL,NULL,0,NULL,0,Deal,NULL,NULL,1.18265,NULL,NULL,NULL,NULL,2018-02-08 19:01:18.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-07 19:00:29,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-12,1.18265,1.18265,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81334,2018-02-14 19:01:32.4333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001171,1,001171,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-08,2018-02-12,NULL,001271,NULL,NULL,25.17,29.01,GBP,EUR,EUR,GBP,0.8676,NULL,NULL,0,NULL,0,Spot,NULL,NULL,0.8676,NULL,NULL,NULL,NULL,2018-02-08 19:01:18.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-07 19:00:29,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-12,0.8676,0.8676,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81335,2018-02-14 19:01:32.4600000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001958,1,001958,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-06-27,2018-06-29,NULL,002084,NULL,NULL,31733.56,3510.84,NOK,EUR,EUR,NOK,9.03875,NULL,NULL,0,NULL,0,Deal,NULL,NULL,9.03875,NULL,NULL,NULL,NULL,2018-07-03 14:44:56.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SuperMWT,NULL,NULL,2018-06-27 08:31:25,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-29,9.03875,9.03875,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001959,1,001959,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-06-27,2018-06-29,NULL,002085,NULL,NULL,4550.96,3276.66,USD,EUR,EUR,USD,1.3889,NULL,NULL,0,NULL,0,Deal,NULL,NULL,1.3889,NULL,NULL,NULL,NULL,2018-07-03 14:44:56.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SuperMWT,NULL,NULL,2018-06-27 08:31:25,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-29,1.3889,1.3889,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001960,1,001960,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-06-27,2018-06-29,NULL,002086,NULL,NULL,140821.69,15395.13,ZAR,EUR,EUR,ZAR,9.14715651,NULL,NULL,0,NULL,0,Deal,NULL,NULL,9.14715651,NULL,NULL,NULL,NULL,2018-07-03 14:44:56.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SuperMWT,NULL,NULL,2018-06-27 08:31:25,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-29,9.14715651,9.14715651,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001168,1,001168,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-08,2018-02-12,NULL,001268,NULL,NULL,380.17,438.19,GBP,EUR,EUR,GBP,0.8676,NULL,NULL,0,NULL,0,Deal,NULL,NULL,0.8676,NULL,NULL,NULL,NULL,2018-02-08 19:01:18.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-07 19:00:29,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-12,0.8676,0.8676,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81332,2018-02-14 19:01:32.3433333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001952,1,001952,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-06-01,2018-06-05,NULL,002078,NULL,NULL,39492.75,4317.49,ZAR,EUR,EUR,ZAR,9.14715651,NULL,NULL,0,NULL,0,Deal,NULL,NULL,9.14715651,NULL,NULL,NULL,NULL,2018-06-27 09:46:07.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SuperMWT,NULL,NULL,2018-06-27 08:30:43,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-05,9.14715651,9.14715651,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132069,2018-06-27 08:46:10.8000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001953,1,001953,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-06-01,2018-06-05,NULL,002079,NULL,NULL,102.57,113.75,GBP,EUR,EUR,GBP,0.901675,NULL,NULL,0,NULL,0,Spot,NULL,NULL,0.901675,NULL,NULL,NULL,NULL,2018-06-27 09:46:07.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SuperMWT,NULL,NULL,2018-06-27 08:30:43,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-05,0.901675,0.901675,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132070,2018-06-27 08:46:10.8333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001954,1,001954,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-06-01,2018-06-05,NULL,002080,NULL,NULL,315.79,227.37,USD,EUR,EUR,USD,1.3889,NULL,NULL,0,NULL,0,Spot,NULL,NULL,1.3889,NULL,NULL,NULL,NULL,2018-06-27 09:46:07.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SuperMWT,NULL,NULL,2018-06-27 08:30:43,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-05,1.3889,1.3889,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,132071,2018-06-27 08:46:10.8666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001180,1,001180,NULL,FXPE,FX P&L Exchange,FX P&L Exchange,NULL,Confirmed,NULL,2018-02-09,2018-02-13,NULL,001281,NULL,NULL,1007.27,1160.98,GBP,EUR,EUR,GBP,0.8676,NULL,NULL,0,NULL,0,Tr1M,NULL,NULL,0.8676,NULL,NULL,NULL,NULL,2018-02-09 19:01:26.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"          ",NULL,NULL,NULL,SERVICE,NULL,NULL,2018-02-08 19:00:21,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-13,0.8676,0.8676,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81344,2018-02-15 19:01:23.6400000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
